"No.","Time","Source","Destination","Protocol","Length","Info"
"4507","84.130349","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4512","84.130349","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4518","84.130349","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4523","84.130349","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4529","84.130349","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4535","84.130509","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4541","84.130509","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4548","84.132362","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4554","84.132362","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4560","84.132507","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4566","84.132507","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4571","84.132507","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4577","84.132507","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4583","84.134898","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4589","84.134898","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4595","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4601","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4606","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4612","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4617","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4623","84.135097","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4629","84.135282","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4637","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4642","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4648","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4653","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4659","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4664","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4670","84.136905","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4676","84.137212","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4682","84.137212","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4687","84.137212","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4695","84.138980","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4700","84.138980","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4708","84.147882","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4713","84.147882","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4719","84.147882","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4725","84.148049","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4731","84.148049","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4736","84.148049","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4742","84.148049","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4747","84.148049","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4754","84.148180","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4759","84.148180","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4766","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4772","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4777","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4783","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4788","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4794","84.150134","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4800","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4806","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4811","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4817","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4822","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4828","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4833","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4839","84.151996","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4845","84.152291","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4853","84.153855","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4858","84.153855","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4864","84.153855","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4869","84.153855","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4875","84.153855","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4881","84.154024","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4887","84.154024","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4892","84.154024","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4899","84.154158","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4904","84.154158","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4912","84.156164","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4917","84.156164","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4924","84.156315","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4929","84.156315","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4935","84.156315","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4940","84.156315","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4947","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4952","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4958","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4963","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4969","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4974","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4980","84.158069","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4986","84.158223","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4993","84.158336","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"4998","84.158336","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5006","84.160257","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5011","84.160257","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5018","84.160394","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5023","84.160394","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5029","84.160394","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5035","84.163673","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5041","84.163673","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5046","84.163673","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5052","84.163673","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5057","84.163673","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5064","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5069","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5075","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5080","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5086","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5091","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5097","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5102","84.179143","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5109","84.179557","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5114","84.179557","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5122","84.181090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5127","84.181090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5133","84.181090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5138","84.181090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5144","84.181090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5150","84.183039","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5156","84.183039","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5161","84.183039","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5171","84.185836","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5176","84.185836","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5185","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5190","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5196","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5201","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5207","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5212","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5218","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5223","84.191628","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5230","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5235","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5241","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5246","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5252","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5257","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5263","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5268","84.192106","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5279","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5284","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5290","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5295","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5301","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5306","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5312","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5317","84.199168","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5325","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5330","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5336","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5341","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5347","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5352","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5358","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5363","84.200753","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5374","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5379","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5385","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5390","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5396","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5401","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5407","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5412","84.201532","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5420","84.202052","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5425","84.202052","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5433","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5439","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5444","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5450","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5455","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5461","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5466","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5472","84.205870","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5478","84.206304","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5484","84.206304","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5491","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5497","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5502","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5508","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5513","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5519","84.212327","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5525","84.213880","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5531","84.213880","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5537","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5543","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5548","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5554","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5559","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5565","84.214099","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5571","84.214298","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5577","84.214298","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5584","84.216044","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5590","84.216044","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5595","84.216044","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5601","84.216044","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5607","84.216238","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5613","84.216238","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5618","84.216238","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5625","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5630","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5636","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5641","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5647","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5652","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5658","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5663","84.218435","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5672","84.221448","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5677","84.221448","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5684","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5689","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5695","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5700","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5706","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5711","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5717","84.221661","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5725","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5731","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5736","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5742","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5747","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5753","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5758","84.224085","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5766","84.234999","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5771","84.234999","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5777","84.234999","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5782","84.234999","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5789","84.237205","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5794","84.237205","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5800","84.237205","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5805","84.237205","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5811","84.237205","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5817","84.239221","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5824","84.248167","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5829","84.248167","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5834","84.248167","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5840","84.248167","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5845","84.248167","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5852","84.250021","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5857","84.250021","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5864","84.252008","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5870","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5876","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5881","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5887","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5892","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5898","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5903","84.252227","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5910","84.253911","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5915","84.253911","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5921","84.253911","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5927","84.254093","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5933","84.254093","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5938","84.254093","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5944","84.254093","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5949","84.254093","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5956","84.254281","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5961","84.254281","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5969","84.256023","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5975","84.258795","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5981","84.258795","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5986","84.258795","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5992","84.258795","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"5998","84.259090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6004","84.259090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6009","84.259090","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6019","84.261339","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6024","84.261339","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6030","84.261339","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6035","84.261339","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6043","84.263070","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6048","84.263070","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6054","84.263070","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6059","84.263070","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6069","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6075","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6080","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6085","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6091","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6096","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6102","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6107","84.266113","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6118","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6124","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6129","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6135","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6140","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6146","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6151","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6157","84.271490","184.154.115.26","192.168.234.129","TLSv1.3","549","Application Data"
"6164","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6169","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6175","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6180","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6186","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6191","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6197","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6202","84.278386","184.154.115.26","192.168.234.129","TLSv1.3","1513","Application Data"
"6209","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6214","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6220","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6225","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6231","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6236","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6242","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6247","84.278842","184.154.115.26","192.168.234.129","TLSv1.3","1513","Application Data"
"6255","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6260","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6266","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6271","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6277","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6282","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6288","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6293","84.280449","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6300","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6305","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6311","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6316","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6322","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6327","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6333","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6338","84.280755","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6345","84.280994","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6350","84.280994","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6356","84.280994","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6361","84.280994","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6367","84.280994","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6375","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6380","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6386","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6391","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6397","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6402","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6408","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6413","84.282287","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6424","84.286873","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6430","84.286873","184.154.115.26","192.168.234.129","TLSv1.3","1514","Application Data"
"6434","84.308478","184.154.115.26","192.168.234.129","TLSv1.3","1514","[TCP Previous segment not captured] , Continuation Data"
"6435","84.308478","184.154.115.26","192.168.234.129","TLSv1.3","1514","Continuation Data"
"6436","84.308478","184.154.115.26","192.168.234.129","TLSv1.3","1514","Continuation Data"
"6437","84.308478","184.154.115.26","192.168.234.129","TLSv1.3","1514","Continuation Data"
