"No.","Time","Source","Destination","Protocol","Length","Info"
"36","0.976941","13.107.246.38","192.168.234.129","TLSv1.2","117","Application Data, Application Data"
"71","5.936046","192.168.234.129","13.107.246.38","TLSv1.3","1824","Client Hello (SNI=static.edge.microsoftapp.net)"
"74","5.990614","13.107.246.38","192.168.234.129","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"75","5.991125","192.168.234.129","13.107.246.38","TLSv1.3","638","Change Cipher Spec, Client Hello (SNI=static.edge.microsoftapp.net)"
"77","6.020865","13.107.246.38","192.168.234.129","TLSv1.3","1514","Server Hello, Application Data"
"81","6.020865","13.107.246.38","192.168.234.129","TLSv1.3","1224","Application Data, Application Data, Application Data"
"83","6.024737","192.168.234.129","13.107.246.38","TLSv1.3","128","Application Data"
"85","6.025060","192.168.234.129","13.107.246.38","TLSv1.3","146","Application Data"
"87","6.025313","192.168.234.129","13.107.246.38","TLSv1.3","350","Application Data"
"89","6.050626","13.107.246.38","192.168.234.129","TLSv1.3","660","Application Data, Application Data"
"90","6.053132","13.107.246.38","192.168.234.129","TLSv1.3","116","Application Data"
"92","6.053479","192.168.234.129","13.107.246.38","TLSv1.3","85","Application Data"
"94","6.076663","13.107.246.38","192.168.234.129","TLSv1.3","471","Application Data, Application Data"
"103","6.154612","192.168.234.129","150.171.28.11","TLSv1.2","1846","Client Hello (SNI=edge.microsoft.com)"
"110","6.213757","150.171.28.11","192.168.234.129","TLSv1.2","184","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"112","6.258850","192.168.234.129","150.171.28.11","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"114","6.259615","192.168.234.129","150.171.28.11","TLSv1.2","153","Application Data"
"116","6.259970","192.168.234.129","150.171.28.11","TLSv1.2","1449","Application Data"
"118","6.260260","192.168.234.129","150.171.28.11","TLSv1.2","14988","Application Data"
"130","6.287638","150.171.28.11","192.168.234.129","TLSv1.2","503","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data"
"131","6.298359","192.168.234.129","150.171.28.11","TLSv1.2","92","Application Data"
"134","6.347687","150.171.28.11","192.168.234.129","TLSv1.2","724","Application Data, Application Data"
"143","6.514752","192.168.234.129","13.85.23.206","TLSv1.3","535","Client Hello (SNI=fe3cr.delivery.mp.microsoft.com)"
"146","6.554255","13.85.23.206","192.168.234.129","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"147","6.554255","13.85.23.206","192.168.234.129","TLSv1.3","1237","Application Data"
"149","6.560831","192.168.234.129","13.85.23.206","TLSv1.3","134","Change Cipher Spec, Application Data"
"152","6.564952","192.168.234.129","13.85.23.206","TLSv1.3","134","Application Data"
"153","6.565065","192.168.234.129","13.85.23.206","TLSv1.3","150","Application Data"
"158","6.597200","13.85.23.206","192.168.234.129","TLSv1.3","219","Application Data, Application Data"
"160","6.604044","192.168.234.129","13.85.23.206","TLSv1.3","85","Application Data"
"165","6.634568","13.85.23.206","192.168.234.129","TLSv1.3","85","Application Data"
"166","6.669448","13.85.23.206","192.168.234.129","TLSv1.3","206","Application Data"
"175","6.707874","13.85.23.206","192.168.234.129","TLSv1.3","89","Application Data"
"184","7.225482","192.168.234.129","74.178.240.61","TLSv1.2","530","Client Hello (SNI=slscr.update.microsoft.com)"
"190","7.360693","74.178.240.61","192.168.234.129","TLSv1.2","1087","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"192","7.363352","192.168.234.129","74.178.240.61","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"196","7.421428","192.168.234.129","20.189.173.28","TLSv1.2","266","Client Hello (SNI=v10.events.data.microsoft.com)"
"198","7.495743","74.178.240.61","192.168.234.129","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"201","7.497739","20.189.173.28","192.168.234.129","TLSv1.2","1369","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"203","7.502339","192.168.234.129","74.178.240.61","TLSv1.2","141","Application Data"
"204","7.502473","192.168.234.129","74.178.240.61","TLSv1.2","144","Application Data"
"211","7.506112","192.168.234.129","20.189.173.28","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"216","7.576802","20.189.173.28","192.168.234.129","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"218","7.579272","20.189.173.28","192.168.234.129","TLSv1.2","123","Application Data"
"220","7.580211","192.168.234.129","20.189.173.28","TLSv1.2","141","Application Data"
"221","7.580284","192.168.234.129","20.189.173.28","TLSv1.2","961","Application Data"
"224","7.580496","192.168.234.129","20.189.173.28","TLSv1.2","92","Application Data"
"225","7.580557","192.168.234.129","20.189.173.28","TLSv1.2","957","Application Data"
"250","7.605731","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"251","7.605731","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"254","7.606025","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"256","7.606268","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"257","7.606341","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"260","7.606642","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"266","7.615433","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"267","7.615433","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"272","7.624881","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"274","7.634857","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"276","7.634857","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"278","7.634857","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"280","7.634857","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"284","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"286","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1230","Certificate"
"287","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"289","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"291","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"293","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"295","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"297","7.635337","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"300","7.635337","74.178.240.61","192.168.234.129","TLSv1.2","196","Application Data, Application Data, Application Data"
"305","7.635995","192.168.234.129","74.178.240.61","TLSv1.2","92","Application Data"
"307","7.637981","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"309","7.640883","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"311","7.640883","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"313","7.640883","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"315","7.640883","20.189.173.28","192.168.234.129","TLSv1.2","92","Application Data"
"318","7.648261","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"321","7.649914","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"325","7.661814","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"326","7.661814","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"327","7.661814","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"328","7.661814","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"330","7.661814","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"332","7.662059","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"333","7.662059","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"334","7.662059","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"335","7.664269","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"336","7.664422","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"337","7.664540","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"341","7.665194","192.168.234.129","72.154.7.103","TLSv1.2","269","Client Hello (SNI=geo.prod.do.dsp.mp.microsoft.com)"
"343","7.665521","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"345","7.665981","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"347","7.666374","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"349","7.666656","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"351","7.667146","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"354","7.678959","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"356","7.680120","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"358","7.680762","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"360","7.685616","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"361","7.685616","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"362","7.685616","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"364","7.689649","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"365","7.689649","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"366","7.689649","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"367","7.689649","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"368","7.692688","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"369","7.698067","192.168.234.129","23.47.166.48","TLSv1.2","595","Application Data"
"370","7.698067","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"371","7.698319","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"372","7.698326","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"377","7.698626","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"378","7.698679","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"381","7.698826","192.168.234.129","23.47.166.48","TLSv1.2","646","Application Data"
"382","7.698839","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"385","7.704887","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"387","7.704887","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"389","7.704887","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"391","7.708522","192.168.234.129","23.47.166.48","TLSv1.2","626","Application Data"
"393","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"394","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"395","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"396","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"397","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"398","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"399","7.721842","23.47.166.48","192.168.234.129","TLSv1.2","825","Application Data"
"400","7.725839","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"401","7.728870","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"404","7.737661","72.154.7.103","192.168.234.129","TLSv1.2","1026","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"405","7.737661","23.47.166.48","192.168.234.129","TLSv1.2","873","Application Data"
"407","7.743811","23.47.166.48","192.168.234.129","TLSv1.2","870","Application Data"
"408","7.751673","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"409","7.754667","20.189.173.28","192.168.234.129","TLSv1.2","340","Application Data"
"410","7.760558","192.168.234.129","72.154.7.103","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"412","7.767770","74.178.240.61","192.168.234.129","TLSv1.2","276","Application Data"
"413","7.767849","192.168.234.129","23.47.166.48","TLSv1.2","646","Application Data"
"428","7.791053","23.47.166.48","192.168.234.129","TLSv1.2","848","Application Data"
"431","7.832963","72.154.7.103","192.168.234.129","TLSv1.2","174","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"432","7.832963","20.189.173.28","192.168.234.129","TLSv1.2","96","Application Data"
"435","7.872279","192.168.234.129","72.154.7.103","TLSv1.2","141","Application Data"
"436","7.872426","192.168.234.129","72.154.7.103","TLSv1.2","92","Application Data"
"437","7.872490","192.168.234.129","72.154.7.103","TLSv1.2","227","Application Data"
"452","7.902877","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"453","7.903108","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"466","7.910878","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"467","7.910881","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"468","7.911165","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"471","7.911260","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"477","7.924595","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"480","7.928183","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"482","7.928183","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"484","7.928183","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"486","7.928183","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"492","7.933720","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"494","7.933720","23.47.166.48","192.168.234.129","TLSv1.2","1230","Certificate"
"496","7.935972","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"498","7.935972","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"503","7.936155","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"505","7.936155","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"508","7.939041","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"510","7.939041","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"515","7.942809","72.154.7.103","192.168.234.129","TLSv1.2","92","Application Data"
"517","7.943630","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"520","7.949529","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"521","7.949529","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"523","7.949702","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"526","7.950927","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"528","7.951696","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"531","7.951986","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"533","7.952716","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"535","7.957869","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"537","7.957869","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"539","7.957869","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"542","7.959574","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"544","7.959988","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"546","7.960406","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"547","7.960618","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"550","7.960943","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"551","7.964004","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"553","7.964725","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"555","7.966945","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"557","7.966945","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"560","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"561","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"562","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"563","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"565","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"567","7.982045","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"569","7.982397","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"570","7.983540","192.168.234.129","23.47.166.48","TLSv1.2","597","Application Data"
"572","7.983906","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"574","7.984777","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"576","7.984777","23.47.166.48","192.168.234.129","TLSv1.2","1230","Certificate"
"577","7.984777","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"579","7.984781","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"580","7.984777","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"585","7.985494","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"587","7.985950","192.168.234.129","23.47.166.48","TLSv1.2","592","Application Data"
"590","7.986598","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"591","7.986598","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"593","7.987351","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"595","7.987852","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"597","7.991798","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"599","7.996770","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"601","8.001274","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"602","8.002333","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"604","8.008281","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"605","8.008281","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"606","8.008281","23.47.166.48","192.168.234.129","TLSv1.2","825","Application Data"
"607","8.008281","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"608","8.008281","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"609","8.010955","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"610","8.010955","23.47.166.48","192.168.234.129","TLSv1.2","825","Application Data"
"611","8.010955","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"612","8.010955","23.47.166.48","192.168.234.129","TLSv1.2","825","Application Data"
"613","8.013300","192.168.234.129","23.47.166.48","TLSv1.2","590","Application Data"
"615","8.013845","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"617","8.015325","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"619","8.015566","72.154.7.103","192.168.234.129","TLSv1.2","632","Application Data"
"620","8.018604","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"621","8.024364","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"622","8.036081","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"623","8.038828","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"624","8.039278","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"626","8.039744","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"628","8.040255","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"630","8.046073","192.168.234.129","23.47.166.48","TLSv1.2","595","Application Data"
"633","8.053023","23.47.166.48","192.168.234.129","TLSv1.2","807","Application Data"
"641","8.062839","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"642","8.062839","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"643","8.062839","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"644","8.067568","23.47.166.48","192.168.234.129","TLSv1.2","825","Application Data"
"650","8.122328","72.154.7.103","192.168.234.129","TLSv1.2","96","Application Data"
"665","8.159261","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"667","8.160069","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"669","8.160517","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=cp801.prod.do.dsp.mp.microsoft.com)"
"672","8.182055","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"674","8.182055","23.47.166.48","192.168.234.129","TLSv1.2","1230","Certificate"
"676","8.185847","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"678","8.185847","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"685","8.186281","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"687","8.186281","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"690","8.190728","192.168.234.129","23.47.166.48","TLSv1.2","271","Client Hello (SNI=kv801.prod.do.dsp.mp.microsoft.com)"
"692","8.204784","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"693","8.206731","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"695","8.208606","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"696","8.208606","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"697","8.209417","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"699","8.209869","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"701","8.212701","23.47.166.48","192.168.234.129","TLSv1.2","1514","Server Hello"
"703","8.214840","23.47.166.48","192.168.234.129","TLSv1.2","1514","Certificate"
"706","8.228787","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"707","8.230152","192.168.234.129","23.47.166.48","TLSv1.2","644","Application Data"
"709","8.231817","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"710","8.232733","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"712","8.233746","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"713","8.236509","23.47.166.48","192.168.234.129","TLSv1.2","499","Certificate Status, Server Key Exchange, Server Hello Done"
"714","8.237433","192.168.234.129","23.47.166.48","TLSv1.2","596","Application Data"
"716","8.238340","192.168.234.129","23.47.166.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"718","8.255013","23.47.166.48","192.168.234.129","TLSv1.2","846","Application Data"
"719","8.257059","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"720","8.259588","23.47.166.48","192.168.234.129","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"721","8.259588","23.47.166.48","192.168.234.129","TLSv1.2","809","Application Data"
"722","8.274157","192.168.234.129","23.47.166.48","TLSv1.2","384","Application Data"
"724","8.296804","23.47.166.48","192.168.234.129","TLSv1.2","1439","Application Data"
"738","9.265747","192.168.234.129","20.189.173.28","TLSv1.2","266","Client Hello (SNI=v10.events.data.microsoft.com)"
"742","9.346672","20.189.173.28","192.168.234.129","TLSv1.2","1369","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"744","9.380942","192.168.234.129","20.189.173.28","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"746","9.449215","20.189.173.28","192.168.234.129","TLSv1.2","174","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"747","9.451022","192.168.234.129","20.189.173.28","TLSv1.2","141","Application Data"
