"No.","Time","Source","Destination","Protocol","Length","Info"
"17416","214.789193","192.168.234.2","192.168.234.129","DNS","151","Standard query response 0xf7bc PTR 217.157.42.23.in-addr.arpa PTR a23-42-157-217.deploy.static.akamaitechnologies.com"
"17417","214.800134","192.168.234.2","192.168.234.129","DNS","172","Standard query response 0x0575 No such name PTR 172.146.101.151.in-addr.arpa SOA pri.authdns.ripe.net"
"17418","214.800134","192.168.234.2","192.168.234.129","DNS","174","Standard query response 0x0bc8 No such name PTR 46.94.165.20.in-addr.arpa SOA ns1-08.azure-dns.com"
"17419","214.800134","192.168.234.2","192.168.234.129","DNS","174","Standard query response 0x0bc8 No such name PTR 46.94.165.20.in-addr.arpa SOA ns1-08.azure-dns.com"
"20940","215.744556","192.168.234.129","192.168.234.2","DNS","87","Standard query 0x1479 PTR 172.54.101.151.in-addr.arpa"
"21250","215.773484","192.168.234.2","192.168.234.129","DNS","171","Standard query response 0x1479 No such name PTR 172.54.101.151.in-addr.arpa SOA pri.authdns.ripe.net"
"25298","218.430082","192.168.234.129","192.168.234.2","DNS","91","Standard query 0x68a6 A settings-win.data.microsoft.com"
"25299","218.459520","192.168.234.2","192.168.234.129","DNS","225","Standard query response 0x68a6 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-eus2-2.eastus2.cloudapp.azure.com A 52.167.17.97"
"25335","218.944739","192.168.234.129","192.168.234.2","DNS","85","Standard query 0x0be4 PTR 97.17.167.52.in-addr.arpa"
"25336","218.972600","192.168.234.2","192.168.234.129","DNS","184","Standard query response 0x0be4 No such name PTR 97.17.167.52.in-addr.arpa SOA ns1-201.azure-dns.com"
"25549","222.756388","192.168.234.129","192.168.234.2","DNS","91","Standard query 0xc043 A settings-win.data.microsoft.com"
"25550","222.785784","192.168.234.2","192.168.234.129","DNS","225","Standard query response 0xc043 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-eus2-2.eastus2.cloudapp.azure.com A 52.167.17.97"
"25747","227.006181","192.168.234.129","192.168.234.2","DNS","88","Standard query 0xb150 PTR 255.234.168.192.in-addr.arpa"
"25748","227.010729","192.168.234.2","192.168.234.129","DNS","88","Standard query response 0xb150 No such name PTR 255.234.168.192.in-addr.arpa"
"25772","246.022187","192.168.234.129","192.168.234.2","DNS","78","Standard query 0xb23d A edge.microsoft.com"
"25773","246.022464","192.168.234.129","192.168.234.2","DNS","78","Standard query 0x465d HTTPS edge.microsoft.com"
"25778","246.049722","192.168.234.2","192.168.234.129","DNS","192","Standard query response 0x465d HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"25779","246.049722","192.168.234.2","192.168.234.129","DNS","178","Standard query response 0xb23d A edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net A 150.171.28.11 A 150.171.27.11"
"25786","251.226883","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x5c7f A www.bing.com"
"25787","251.227120","192.168.234.129","192.168.234.2","DNS","72","Standard query 0xdebd HTTPS www.bing.com"
"25788","251.255675","192.168.234.2","192.168.234.129","DNS","282","Standard query response 0x5c7f A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.168 A 23.53.13.164 A 23.53.13.166"
"25789","251.255675","192.168.234.2","192.168.234.129","DNS","312","Standard query response 0xdebd HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"25804","252.590900","192.168.234.129","192.168.234.2","DNS","81","Standard query 0xfd15 A config.edge.skype.com"
"25805","252.619972","192.168.234.2","192.168.234.129","DNS","256","Standard query response 0xfd15 A config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME ln-0007.config.skype.com CNAME config-edge-skype.ln-0007.ln-msedge.net CNAME ln-0007.ln-msedge.net A 150.171.22.17"
"25911","275.754023","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xb259 A checkappexec.microsoft.com"
"25912","275.783934","192.168.234.2","192.168.234.129","DNS","210","Standard query response 0xb259 A checkappexec.microsoft.com CNAME prod-atm-wds-apprep.trafficmanager.net CNAME prod-agic-eu2-1.eastus2.cloudapp.azure.com A 4.153.29.52"
"25980","298.223963","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x2526 A assets.msn.com"
"25985","298.260365","192.168.234.2","192.168.234.129","DNS","287","Standard query response 0x2526 A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net CNAME user-att-99-77-104-0.a1666.dscr.akamai.net A 23.209.188.12 A 23.209.188.9"
"26007","311.286254","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x6133 A www.bing.com"
"26008","311.286444","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x506d HTTPS www.bing.com"
"26009","311.315205","192.168.234.2","192.168.234.129","DNS","312","Standard query response 0x506d HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"26010","311.320346","192.168.234.2","192.168.234.129","DNS","282","Standard query response 0x6133 A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.166 A 23.53.13.164 A 23.53.13.168"
"26042","333.053462","192.168.234.129","192.168.234.2","DNS","92","Standard query 0xa9f0 A xpaywalletcdn-prod.azureedge.net"
"26043","333.053672","192.168.234.129","192.168.234.2","DNS","92","Standard query 0xfeb0 HTTPS xpaywalletcdn-prod.azureedge.net"
"26044","333.081396","192.168.234.2","192.168.234.129","DNS","330","Standard query response 0xa9f0 A xpaywalletcdn-prod.azureedge.net CNAME xpaywalletcdn-prod.afd.azureedge.net CNAME reserved-p01.afd.azureedge.net CNAME star-t-p.trafficmanager.net CNAME shed.dual-low.s-part-0010.t-0009.t-msedge.net CNAME s-part-0010.t-0009.t-msedge.net A 13.107.246.38"
"26045","333.081396","192.168.234.2","192.168.234.129","DNS","386","Standard query response 0xfeb0 HTTPS xpaywalletcdn-prod.azureedge.net CNAME xpaywalletcdn-prod.afd.azureedge.net CNAME reserved-p01.afd.azureedge.net CNAME star-t-p.trafficmanager.net CNAME shed.dual-low.s-part-0010.t-0009.t-msedge.net CNAME s-part-0010.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"26092","336.990905","192.168.234.129","192.168.234.2","DNS","99","Standard query 0x9ec5 A instance-t68c6n-relay.screenconnect.com"
"26093","337.026131","192.168.234.129","192.168.234.2","DNS","99","Standard query 0x9ec5 A instance-t68c6n-relay.screenconnect.com"
"26094","337.051295","192.168.234.2","192.168.234.129","DNS","154","Standard query response 0x9ec5 A instance-t68c6n-relay.screenconnect.com CNAME server-ovh30020010-relay.screenconnect.com A 15.204.43.235"
"26095","337.051295","192.168.234.2","192.168.234.129","DNS","154","Standard query response 0x9ec5 A instance-t68c6n-relay.screenconnect.com CNAME server-ovh30020010-relay.screenconnect.com A 15.204.43.235"
"26107","339.081695","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xfe0b PTR 235.43.204.15.in-addr.arpa"
"26108","339.126418","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xfe0b PTR 235.43.204.15.in-addr.arpa"
"26109","339.181928","192.168.234.2","192.168.234.129","DNS","121","Standard query response 0xfe0b PTR 235.43.204.15.in-addr.arpa PTR ip235.ip-15-204-43.us"
"26110","339.181928","192.168.234.2","192.168.234.129","DNS","121","Standard query response 0xfe0b PTR 235.43.204.15.in-addr.arpa PTR ip235.ip-15-204-43.us"
"26128","358.237029","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x0bbf A assets.msn.com"
"26129","358.272527","192.168.234.2","192.168.234.129","DNS","287","Standard query response 0x0bbf A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net CNAME user-att-99-77-104-0.a1666.dscr.akamai.net A 23.209.188.12 A 23.209.188.9"
"26169","406.307838","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xe7e3 A fe2cr.update.microsoft.com"
"26170","406.334118","192.168.234.2","192.168.234.129","DNS","172","Standard query response 0xe7e3 A fe2cr.update.microsoft.com CNAME fe2cr.update.msft.com.trafficmanager.net A 134.33.4.18 A 172.184.231.69"
"26268","407.281706","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xc1c9 A download.windowsupdate.com"
"26269","407.311340","192.168.234.2","192.168.234.129","DNS","246","Standard query response 0xc1c9 A download.windowsupdate.com CNAME download.windowsupdate.com.delivery.microsoft.com CNAME wu-f-net.trafficmanager.net CNAME cl-glcb907925.globalcdn.co A 92.223.107.59"
"26271","407.314816","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xab55 PTR 18.4.33.134.in-addr.arpa"
"26272","407.345882","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xab55 PTR 18.4.33.134.in-addr.arpa"
"26273","407.365640","192.168.234.2","192.168.234.129","DNS","173","Standard query response 0xab55 No such name PTR 18.4.33.134.in-addr.arpa SOA ns1-02.azure-dns.com"
"26274","407.365640","192.168.234.2","192.168.234.129","DNS","173","Standard query response 0xab55 No such name PTR 18.4.33.134.in-addr.arpa SOA ns1-02.azure-dns.com"
"26620","409.340166","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x6e73 PTR 59.107.223.92.in-addr.arpa"
"26621","409.367486","192.168.234.2","192.168.234.129","DNS","160","Standard query response 0x6e73 No such name PTR 59.107.223.92.in-addr.arpa SOA ns1.gcorelabs.net"
"26753","410.171652","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x78ed A ecs.office.com"
"26754","410.200607","192.168.234.2","192.168.234.129","DNS","261","Standard query response 0x78ed A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14"
